order_id,order_date,customer_id,product_id,quantity,unit_price,discount,total_amount,channel
O002775,2024-06-21,C0016,P0022,6,391.51,0,2349.06,Online
O002776,2025-01-28,C0136,P0001,1,388.22,0,388.22,In-Store
O002777,2024-03-12,C0008,P0026,6,73.21,0.2,351.41,Online
O002778,2025-07-02,C0049,P0021,8,43.43,0,347.44,Online
O002779,2025-01-18,C0089,P0004,3,111.89,0.1,302.1,Partner
O002780,2024-06-30,C0046,P0029,8,135.15,0.15,919.02,Partner
O002781,2025-09-29,C0039,P0027,8,125.39,0,1003.12,Online
O002782,2024-11-15,C0138,P0029,2,135.15,0.2,216.24,In-Store
O002783,2025-06-14,C0028,P0012,3,253.71,0.1,685.02,Online
O002784,2024-06-07,C0026,P0016,4,250.04,0.1,900.14,Partner
O002785,2025-04-03,C0087,P0015,7,220.08,0.2,1232.45,Online
O002786,2024-09-09,C0172,P0018,2,276.28,0,552.56,In-Store
O002787,2025-02-17,C0037,P0008,8,136.8,0,1094.4,Online
O002788,2025-11-06,C0092,P0002,8,37.33,0.2,238.91,Partner
O002789,2025-06-16,C0194,P0027,2,125.39,0.2,200.62,Online
O002790,2025-07-30,C0170,P0021,6,43.43,0.1,234.52,Partner
O002791,2025-07-13,C0180,P0018,7,276.28,0.2,1547.17,Partner
O002792,2025-04-03,C0052,P0010,6,217.18,0,1303.08,Online
O002793,2025-03-21,C0075,P0021,7,43.43,0.05,288.81,In-Store
O002794,2024-04-16,C0022,P0016,1,250.04,0.05,237.54,In-Store
O002795,2025-05-24,C0144,P0016,7,250.04,0,1750.28,In-Store
O002796,2024-02-12,C0198,P0022,1,391.51,0.1,352.36,Online
O002797,2024-11-17,C0023,P0010,3,217.18,0.15,553.81,Partner
O002798,2024-11-06,C0013,P0018,1,276.28,0,276.28,In-Store
O002799,2025-12-01,C0049,P0012,1,253.71,0.2,202.97,In-Store
O002800,2025-01-14,C0190,P0017,3,100.03,0.1,270.08,Partner
O002801,2025-04-13,C0179,P0002,4,37.33,0,149.32,Online
O002802,2024-07-27,C0057,P0023,6,306.06,0,1836.36,In-Store
O002803,2025-01-25,C0053,P0019,1,120.65,0,120.65,Online
O002804,2024-09-03,C0177,P0004,5,111.89,0,559.45,Partner
O002805,2024-08-21,C0085,P0006,7,163.81,0.2,917.34,In-Store
O002806,2025-09-05,C0103,P0002,3,37.33,0,111.99,Online
O002807,2025-11-27,C0160,P0022,5,391.51,0.05,1859.67,Partner
O002808,2025-10-31,C0182,P0028,5,19.35,0,96.75,Partner
O002809,2025-02-27,C0070,P0014,1,199.28,0.05,189.32,In-Store
O002810,2025-05-14,C0072,P0027,4,125.39,0.2,401.25,In-Store
O002811,2025-12-13,C0154,P0001,7,388.22,0,2717.54,In-Store
O002812,2025-10-14,C0033,P0022,4,391.51,0,1566.04,Online
O002813,2024-07-06,C0030,P0006,8,163.81,0,1310.48,Partner
O002814,2025-12-12,C0084,P0006,5,163.81,0.15,696.19,In-Store
O002815,2025-08-06,C0073,P0018,5,276.28,0,1381.4,In-Store
O002816,2024-07-25,C0028,P0025,2,47.4,0.05,90.06,Online
O002817,2024-05-10,C0143,P0028,8,19.35,0,154.8,Partner
O002818,2024-04-24,C0010,P0016,8,250.04,0,2000.32,Online
O002819,2024-03-26,C0010,P0027,7,125.39,0,877.73,Partner
O002820,2025-01-14,C0018,P0008,7,136.8,0.1,861.84,In-Store
O002821,2024-02-12,C0190,P0005,8,252.32,0.1,1816.7,Partner
O002822,2024-08-03,C0129,P0025,4,47.4,0.2,151.68,Partner
O002823,2024-12-15,C0082,P0002,1,37.33,0,37.33,In-Store
O002824,2025-10-21,C0045,P0012,8,253.71,0,2029.68,Online
O002825,2025-06-01,C0101,P0013,3,355.88,0,1067.64,Online
O002826,2025-11-04,C0058,P0006,4,163.81,0,655.24,Partner
O002827,2024-09-08,C0113,P0001,8,388.22,0,3105.76,Partner
O002828,2025-07-14,C0136,P0010,3,217.18,0,651.54,In-Store
O002829,2025-06-14,C0015,P0004,2,111.89,0.05,212.59,Partner
O002830,2024-11-25,C0005,P0020,3,97.17,0.15,247.78,In-Store
O002831,2024-08-27,C0010,P0005,2,252.32,0.15,428.94,Online
O002832,2025-01-31,C0098,P0001,1,388.22,0.2,310.58,Partner
O002833,2025-10-05,C0031,P0028,4,19.35,0.2,61.92,Online
O002834,2025-10-26,C0145,P0018,2,276.28,0,552.56,In-Store
O002835,2025-12-03,C0147,P0021,7,43.43,0,304.01,Partner
O002836,2025-05-17,C0100,P0015,4,220.08,0.15,748.27,Partner
O002837,2024-06-05,C0065,P0012,8,253.71,0.05,1928.2,In-Store
O002838,2024-05-27,C0138,P0029,6,135.15,0,810.9,In-Store
O002839,2024-09-20,C0164,P0024,3,283.93,0.05,809.2,Online
O002840,2024-11-03,C0095,P0024,1,283.93,0.05,269.73,Online
O002841,2025-07-08,C0011,P0015,7,220.08,0.15,1309.48,Online
O002842,2025-02-19,C0103,P0005,6,252.32,0,1513.92,In-Store
O002843,2025-02-01,C0107,P0015,8,220.08,0.05,1672.61,In-Store
O002844,2025-02-12,C0094,P0011,6,382.02,0.15,1948.3,Online
O002845,2024-08-10,C0186,P0017,4,100.03,0,400.12,Partner
O002846,2025-11-06,C0049,P0019,4,120.65,0.2,386.08,Partner
O002847,2025-02-22,C0094,P0029,8,135.15,0.1,973.08,In-Store
O002848,2024-05-24,C0165,P0010,4,217.18,0.05,825.28,In-Store
O002849,2025-09-30,C0028,P0018,8,276.28,0,2210.24,In-Store
O002850,2025-07-18,C0014,P0007,4,39.48,0,157.92,Online
O002851,2025-03-29,C0169,P0013,7,355.88,0,2491.16,Online
O002852,2025-11-14,C0178,P0007,7,39.48,0.1,248.72,Online
O002853,2025-02-15,C0070,P0024,3,283.93,0.15,724.02,Partner
O002854,2025-04-24,C0051,P0005,7,252.32,0,1766.24,Online
O002855,2025-09-17,C0190,P0005,8,252.32,0,2018.56,Partner
O002856,2024-04-09,C0136,P0024,1,283.93,0.15,241.34,Online
O002857,2024-02-24,C0022,P0001,1,388.22,0.2,310.58,In-Store
O002858,2024-06-03,C0024,P0011,6,382.02,0,2292.12,Online
O002859,2025-09-30,C0079,P0027,2,125.39,0,250.78,In-Store
O002860,2024-12-12,C0150,P0029,8,135.15,0.05,1027.14,Partner
O002861,2025-07-29,C0045,P0010,5,217.18,0,1085.9,Online
O002862,2025-06-29,C0039,P0006,7,163.81,0,1146.67,Partner
O002863,2024-10-14,C0105,P0006,8,163.81,0.15,1113.91,Partner
O002864,2024-04-09,C0064,P0004,3,111.89,0.05,318.89,Online
O002865,2025-01-23,C0035,P0029,7,135.15,0.05,898.75,In-Store
O002866,2025-12-05,C0044,P0025,1,47.4,0.1,42.66,In-Store
O002867,2024-01-21,C0113,P0019,3,120.65,0.05,343.85,In-Store
O002868,2024-03-28,C0172,P0019,6,120.65,0,723.9,In-Store
O002869,2024-11-03,C0018,P0006,3,163.81,0.1,442.29,Partner
O002870,2025-11-15,C0101,P0030,3,30.0,0,90.0,Online
O002871,2024-03-26,C0163,P0011,5,382.02,0.15,1623.58,In-Store
O002872,2025-09-28,C0155,P0026,8,73.21,0,585.68,Partner
O002873,2024-09-15,C0107,P0006,6,163.81,0.2,786.29,Online
O002874,2024-11-22,C0132,P0009,1,272.35,0.05,258.73,Online
O002875,2024-11-09,C0014,P0021,4,43.43,0.15,147.66,In-Store
O002876,2024-10-06,C0115,P0014,6,199.28,0,1195.68,Partner
O002877,2024-03-23,C0195,P0022,8,391.51,0.15,2662.27,In-Store
O002878,2025-10-01,C0142,P0002,3,37.33,0.2,89.59,Online
O002879,2025-01-24,C0189,P0019,1,120.65,0,120.65,Online
O002880,2025-12-12,C0121,P0013,7,355.88,0,2491.16,Partner
O002881,2025-01-10,C0070,P0023,7,306.06,0,2142.42,Partner
O002882,2024-12-20,C0109,P0014,6,199.28,0,1195.68,Partner
O002883,2024-10-15,C0067,P0018,4,276.28,0.05,1049.86,In-Store
O002884,2024-03-27,C0022,P0030,8,30.0,0.15,204.0,Partner
O002885,2024-05-11,C0082,P0028,2,19.35,0,38.7,Online
O002886,2024-03-07,C0063,P0003,3,314.36,0,943.08,Online
O002887,2024-03-30,C0147,P0026,4,73.21,0.2,234.27,Online
O002888,2024-12-15,C0003,P0024,1,283.93,0.15,241.34,Partner
O002889,2024-12-04,C0019,P0005,8,252.32,0.15,1715.78,Partner
O002890,2025-12-22,C0028,P0020,2,97.17,0,194.34,Online
O002891,2024-04-03,C0052,P0030,2,30.0,0,60.0,Partner
O002892,2025-12-03,C0024,P0001,7,388.22,0.2,2174.03,Online
O002893,2024-11-24,C0054,P0002,2,37.33,0.05,70.93,Partner
O002894,2024-07-21,C0136,P0007,8,39.48,0.2,252.67,Partner
O002895,2024-10-21,C0127,P0020,3,97.17,0.05,276.93,Partner
O002896,2024-07-08,C0174,P0019,1,120.65,0.05,114.62,Partner
O002897,2024-09-26,C0002,P0003,3,314.36,0,943.08,Online
O002898,2024-05-06,C0139,P0019,4,120.65,0.15,410.21,Partner
O002899,2024-11-25,C0195,P0003,4,314.36,0,1257.44,Online
O002900,2025-02-26,C0042,P0013,5,355.88,0.1,1601.46,Partner
O002901,2024-09-13,C0164,P0010,4,217.18,0.05,825.28,In-Store
O002902,2025-11-30,C0189,P0008,1,136.8,0.15,116.28,In-Store
O002903,2024-03-04,C0073,P0025,3,47.4,0,142.2,Online
O002904,2025-03-16,C0127,P0012,1,253.71,0.1,228.34,Online
O002905,2025-11-21,C0173,P0025,8,47.4,0,379.2,Online
O002906,2025-11-28,C0082,P0019,6,120.65,0.15,615.32,Partner
O002907,2024-11-22,C0174,P0003,5,314.36,0.15,1336.03,In-Store
O002908,2025-05-26,C0092,P0024,8,283.93,0,2271.44,In-Store
O002909,2024-07-13,C0196,P0016,6,250.04,0.1,1350.22,Online
O002910,2024-12-27,C0151,P0006,1,163.81,0.15,139.24,In-Store
O002911,2025-02-16,C0120,P0029,8,135.15,0,1081.2,In-Store
O002912,2025-01-29,C0119,P0015,3,220.08,0,660.24,In-Store
O002913,2024-11-20,C0007,P0028,3,19.35,0.2,46.44,In-Store
O002914,2024-01-15,C0162,P0005,7,252.32,0,1766.24,In-Store
O002915,2025-08-30,C0170,P0029,3,135.15,0,405.45,Online
O002916,2025-04-28,C0056,P0004,1,111.89,0.05,106.3,Online
O002917,2025-05-24,C0070,P0011,4,382.02,0,1528.08,In-Store
O002918,2024-07-13,C0041,P0010,5,217.18,0,1085.9,In-Store
O002919,2025-03-21,C0156,P0024,8,283.93,0.05,2157.87,Online
O002920,2024-04-18,C0125,P0022,1,391.51,0,391.51,Online
O002921,2024-10-23,C0083,P0023,8,306.06,0.1,2203.63,Online
O002922,2024-08-09,C0061,P0017,8,100.03,0.2,640.19,In-Store
O002923,2024-06-11,C0126,P0001,5,388.22,0.15,1649.94,In-Store
O002924,2024-05-04,C0162,P0010,7,217.18,0.1,1368.23,Partner
O002925,2025-01-17,C0034,P0017,5,100.03,0,500.15,Partner
O002926,2024-01-19,C0033,P0012,8,253.71,0,2029.68,In-Store
O002927,2024-11-30,C0095,P0014,4,199.28,0,797.12,Partner
O002928,2025-05-02,C0060,P0030,6,30.0,0.15,153.0,In-Store
O002929,2024-07-18,C0143,P0011,6,382.02,0.15,1948.3,Online
O002930,2025-08-30,C0083,P0026,4,73.21,0.15,248.91,Partner
O002931,2025-07-30,C0061,P0027,4,125.39,0.05,476.48,In-Store
O002932,2024-05-31,C0005,P0011,2,382.02,0.05,725.84,Partner
O002933,2025-09-09,C0083,P0003,8,314.36,0.05,2389.14,Partner
O002934,2024-07-16,C0069,P0003,8,314.36,0.05,2389.14,In-Store
O002935,2024-03-01,C0183,P0005,6,252.32,0.2,1211.14,In-Store
O002936,2024-12-30,C0064,P0008,1,136.8,0,136.8,Partner
O002937,2024-10-06,C0124,P0018,3,276.28,0.2,663.07,In-Store
O002938,2025-10-23,C0125,P0011,4,382.02,0.2,1222.46,Online
O002939,2024-03-03,C0153,P0020,2,97.17,0,194.34,Partner
O002940,2025-01-20,C0050,P0017,5,100.03,0,500.15,In-Store
O002941,2024-09-24,C0180,P0027,1,125.39,0,125.39,Online
O002942,2025-10-29,C0037,P0010,1,217.18,0,217.18,Partner
O002943,2025-04-21,C0196,P0014,2,199.28,0,398.56,Online
O002944,2024-06-09,C0115,P0021,7,43.43,0.1,273.61,Partner
O002945,2024-10-07,C0114,P0025,6,47.4,0,284.4,In-Store
O002946,2024-06-15,C0071,P0007,8,39.48,0,315.84,Partner
O002947,2024-02-23,C0033,P0011,1,382.02,0,382.02,In-Store
O002948,2024-11-18,C0142,P0016,6,250.04,0,1500.24,Partner
O002949,2025-03-20,C0097,P0018,1,276.28,0.15,234.84,Partner
O002950,2025-09-19,C0083,P0013,3,355.88,0,1067.64,Online
O002951,2025-08-05,C0165,P0010,6,217.18,0.1,1172.77,Online
O002952,2024-03-06,C0131,P0002,3,37.33,0.05,106.39,Online
O002953,2024-06-16,C0036,P0005,2,252.32,0.1,454.18,Partner
O002954,2024-12-12,C0061,P0003,6,314.36,0,1886.16,Online
O002955,2025-02-14,C0106,P0011,2,382.02,0.05,725.84,Partner
O002956,2025-02-09,C0016,P0017,7,100.03,0.15,595.18,Partner
O002957,2024-07-31,C0040,P0018,2,276.28,0.2,442.05,In-Store
O002958,2024-09-02,C0041,P0004,5,111.89,0,559.45,Online
O002959,2025-10-20,C0166,P0022,1,391.51,0,391.51,Partner
O002960,2024-08-12,C0058,P0016,1,250.04,0,250.04,Online
O002961,2024-11-23,C0040,P0028,3,19.35,0.1,52.25,In-Store
O002962,2025-06-06,C0100,P0025,7,47.4,0,331.8,In-Store
O002963,2024-03-10,C0127,P0001,7,388.22,0.1,2445.79,Online
O002964,2024-08-23,C0052,P0019,1,120.65,0,120.65,Partner
O002965,2024-03-23,C0126,P0001,6,388.22,0.15,1979.92,Partner
O002966,2024-08-05,C0095,P0017,3,100.03,0.05,285.09,Online
O002967,2025-07-23,C0138,P0001,5,388.22,0,1941.1,In-Store
O002968,2024-07-25,C0131,P0013,3,355.88,0.2,854.11,Partner
O002969,2024-09-23,C0066,P0011,4,382.02,0,1528.08,In-Store
O002970,2024-01-30,C0031,P0021,5,43.43,0.05,206.29,In-Store
O002971,2024-07-08,C0155,P0021,7,43.43,0,304.01,Online
O002972,2024-07-29,C0011,P0013,2,355.88,0.15,605.0,Online
O002973,2025-12-07,C0195,P0019,5,120.65,0.2,482.6,Partner
O002974,2025-04-19,C0055,P0029,5,135.15,0,675.75,Online
O002975,2024-09-15,C0166,P0021,4,43.43,0.1,156.35,Online
O002976,2024-08-09,C0131,P0001,5,388.22,0,1941.1,Online
O002977,2025-02-01,C0086,P0007,8,39.48,0.15,268.46,Partner
O002978,2024-06-18,C0084,P0015,7,220.08,0.1,1386.5,In-Store
O002979,2025-11-14,C0123,P0018,5,276.28,0.2,1105.12,Online
O002980,2024-02-01,C0020,P0020,2,97.17,0,194.34,Partner
O002981,2024-01-01,C0013,P0028,1,19.35,0,19.35,In-Store
O002982,2024-02-24,C0114,P0013,3,355.88,0,1067.64,In-Store
O002983,2025-01-16,C0056,P0021,4,43.43,0.05,165.03,Online
O002984,2024-02-05,C0072,P0014,1,199.28,0,199.28,Online
O002985,2024-07-28,C0078,P0005,5,252.32,0.05,1198.52,Online
O002986,2024-06-27,C0163,P0024,1,283.93,0.05,269.73,Online
O002987,2025-08-16,C0029,P0003,4,314.36,0.05,1194.57,Partner
O002988,2025-12-20,C0143,P0009,5,272.35,0,1361.75,Partner
O002989,2024-03-07,C0123,P0003,3,314.36,0,943.08,In-Store
O002990,2025-05-24,C0174,P0013,1,355.88,0,355.88,In-Store
O002991,2025-08-13,C0120,P0014,3,199.28,0,597.84,Online
O002992,2024-10-15,C0169,P0003,5,314.36,0.15,1336.03,Partner
O002993,2025-11-18,C0123,P0007,5,39.48,0,197.4,In-Store
O002994,2024-01-02,C0049,P0008,8,136.8,0.2,875.52,Partner
O002995,2025-12-20,C0012,P0028,7,19.35,0.1,121.91,In-Store
O002996,2025-01-07,C0060,P0023,1,306.06,0,306.06,Online
O002997,2025-04-28,C0154,P0012,8,253.71,0.2,1623.74,Partner
O002998,2025-07-18,C0042,P0012,6,253.71,0.15,1293.92,Partner
O002999,2024-06-27,C0038,P0011,6,382.02,0.05,2177.51,Partner
O003000,2024-10-26,C0103,P0012,8,253.71,0,2029.68,Online
O003001,2025-07-09,C0173,P0025,8,47.4,0.15,322.32,In-Store
O003002,2024-09-16,C0093,P0014,2,199.28,0.1,358.7,Online
O003003,2025-04-22,C0086,P0030,6,30.0,0.15,153.0,In-Store
O003004,2024-12-17,C0193,P0018,3,276.28,0,828.84,Partner
O003005,2025-10-09,C0161,P0005,6,252.32,0.1,1362.53,Partner
O003006,2024-07-29,C0041,P0028,3,19.35,0.2,46.44,Partner
O003007,2025-05-28,C0102,P0003,7,314.36,0,2200.52,Partner
O003008,2024-01-05,C0011,P0017,2,100.03,0.1,180.05,In-Store
O003009,2024-08-20,C0141,P0022,3,391.51,0.15,998.35,Partner
O003010,2024-04-29,C0182,P0026,6,73.21,0.05,417.3,In-Store
O003011,2025-02-08,C0188,P0027,6,125.39,0.1,677.11,Partner
O003012,2025-08-13,C0169,P0027,7,125.39,0,877.73,In-Store
O003013,2025-10-17,C0192,P0014,2,199.28,0,398.56,Partner
O003014,2024-01-01,C0117,P0005,4,252.32,0.15,857.89,Partner
O003015,2025-12-12,C0028,P0016,3,250.04,0,750.12,In-Store
O003016,2024-08-02,C0062,P0025,7,47.4,0,331.8,Partner
O003017,2024-01-17,C0164,P0004,4,111.89,0,447.56,Online
O003018,2025-11-27,C0076,P0004,4,111.89,0,447.56,Online
O003019,2025-03-08,C0018,P0009,8,272.35,0,2178.8,In-Store
O003020,2025-09-03,C0170,P0013,1,355.88,0.15,302.5,In-Store
O003021,2024-11-07,C0088,P0013,6,355.88,0,2135.28,In-Store
O003022,2025-09-21,C0159,P0019,8,120.65,0.15,820.42,Partner
O003023,2025-05-26,C0011,P0022,8,391.51,0,3132.08,In-Store
O003024,2025-04-29,C0090,P0001,5,388.22,0.15,1649.94,In-Store
O003025,2025-12-06,C0193,P0018,2,276.28,0.05,524.93,Partner
O003026,2025-05-17,C0159,P0029,6,135.15,0.15,689.27,Online
O003027,2024-03-29,C0098,P0002,8,37.33,0.2,238.91,In-Store
O003028,2024-09-08,C0065,P0018,2,276.28,0,552.56,Partner
O003029,2025-01-23,C0184,P0021,2,43.43,0.05,82.52,Partner
O003030,2024-11-26,C0087,P0008,8,136.8,0,1094.4,In-Store
O003031,2025-09-20,C0142,P0025,8,47.4,0,379.2,In-Store
O003032,2025-11-22,C0025,P0001,3,388.22,0.1,1048.19,Online
O003033,2024-07-04,C0130,P0015,2,220.08,0.1,396.14,In-Store
O003034,2025-07-02,C0071,P0023,7,306.06,0.2,1713.94,Partner
O003035,2024-04-30,C0186,P0002,5,37.33,0.1,167.98,Partner
O003036,2024-10-27,C0133,P0016,3,250.04,0.05,712.61,Online
O003037,2024-04-22,C0011,P0010,6,217.18,0.05,1237.93,Partner
O003038,2025-05-08,C0040,P0027,2,125.39,0,250.78,In-Store
O003039,2025-10-31,C0064,P0001,7,388.22,0.2,2174.03,Online
O003040,2024-07-06,C0198,P0013,1,355.88,0,355.88,Online
O003041,2025-12-31,C0088,P0028,8,19.35,0,154.8,In-Store
O003042,2024-06-17,C0180,P0030,2,30.0,0,60.0,Online
O003043,2025-05-23,C0034,P0024,1,283.93,0.05,269.73,In-Store
O003044,2025-06-21,C0179,P0014,1,199.28,0.15,169.39,Partner
O003045,2025-04-30,C0095,P0021,2,43.43,0.05,82.52,Online
O003046,2024-03-07,C0072,P0014,7,199.28,0,1394.96,Online
O003047,2025-02-14,C0068,P0029,6,135.15,0.05,770.36,Partner
O003048,2024-01-25,C0063,P0030,3,30.0,0,90.0,Online
O003049,2024-07-20,C0023,P0019,3,120.65,0.15,307.66,In-Store
O003050,2024-09-26,C0169,P0018,6,276.28,0.1,1491.91,In-Store
O003051,2025-02-27,C0018,P0026,3,73.21,0.1,197.67,Online
O003052,2024-05-30,C0144,P0002,4,37.33,0,149.32,In-Store
O003053,2025-01-15,C0035,P0024,7,283.93,0,1987.51,Online
O003054,2025-06-21,C0131,P0026,1,73.21,0,73.21,Partner
O003055,2024-05-20,C0069,P0019,1,120.65,0,120.65,In-Store
O003056,2024-08-06,C0063,P0028,8,19.35,0.2,123.84,Online
O003057,2024-08-07,C0170,P0016,8,250.04,0.05,1900.3,Online
O003058,2025-11-14,C0045,P0013,2,355.88,0,711.76,Online
O003059,2025-06-09,C0131,P0005,2,252.32,0.05,479.41,Online
O003060,2025-02-27,C0145,P0006,4,163.81,0.15,556.95,Partner
O003061,2024-03-02,C0093,P0008,5,136.8,0.05,649.8,In-Store
O003062,2025-02-08,C0011,P0028,6,19.35,0.2,92.88,Online
O003063,2025-04-05,C0050,P0022,6,391.51,0.05,2231.61,Partner
O003064,2025-09-21,C0058,P0024,3,283.93,0.05,809.2,Partner
O003065,2025-09-05,C0105,P0021,3,43.43,0,130.29,Partner
O003066,2025-09-06,C0074,P0016,2,250.04,0.05,475.08,Online
O003067,2024-05-29,C0107,P0003,2,314.36,0.15,534.41,Partner
O003068,2024-10-14,C0011,P0012,5,253.71,0.05,1205.12,In-Store
O003069,2025-07-02,C0167,P0026,6,73.21,0,439.26,Partner
O003070,2025-04-26,C0084,P0030,5,30.0,0.2,120.0,Partner
O003071,2024-12-11,C0125,P0013,3,355.88,0.05,1014.26,Online
O003072,2025-06-13,C0178,P0016,6,250.04,0.1,1350.22,Partner
O003073,2024-10-01,C0162,P0003,5,314.36,0.15,1336.03,In-Store
O003074,2024-11-27,C0074,P0020,4,97.17,0,388.68,Online
O003075,2024-07-15,C0145,P0007,6,39.48,0,236.88,In-Store
O003076,2024-09-27,C0133,P0022,7,391.51,0,2740.57,Partner
O003077,2025-09-19,C0109,P0022,4,391.51,0.2,1252.83,Online
O003078,2025-12-04,C0198,P0023,5,306.06,0,1530.3,Partner
O003079,2025-04-18,C0093,P0023,6,306.06,0,1836.36,Partner
O003080,2024-10-25,C0134,P0006,2,163.81,0.15,278.48,Partner
O003081,2025-10-25,C0064,P0007,6,39.48,0,236.88,In-Store
O003082,2024-10-04,C0096,P0008,7,136.8,0.05,909.72,Partner
O003083,2024-09-17,C0118,P0018,6,276.28,0,1657.68,Partner
O003084,2025-07-17,C0019,P0009,2,272.35,0.05,517.47,In-Store
O003085,2024-09-17,C0001,P0003,4,314.36,0.2,1005.95,In-Store
O003086,2025-08-04,C0117,P0030,5,30.0,0.1,135.0,In-Store
O003087,2025-10-05,C0051,P0009,1,272.35,0.05,258.73,In-Store
O003088,2025-01-31,C0153,P0004,8,111.89,0.05,850.36,In-Store
O003089,2025-01-05,C0031,P0005,3,252.32,0,756.96,Online
O003090,2024-04-20,C0011,P0028,2,19.35,0,38.7,Partner
O003091,2024-04-08,C0138,P0009,3,272.35,0.2,653.64,Partner
O003092,2025-11-07,C0176,P0014,4,199.28,0,797.12,Partner
O003093,2025-10-01,C0016,P0001,2,388.22,0,776.44,Partner
O003094,2024-08-24,C0071,P0010,7,217.18,0,1520.26,Online
O003095,2024-12-28,C0159,P0020,5,97.17,0.1,437.27,Online
O003096,2024-08-13,C0039,P0001,6,388.22,0.2,1863.46,Online
O003097,2024-04-03,C0099,P0007,1,39.48,0,39.48,Partner
O003098,2025-05-12,C0190,P0020,5,97.17,0.2,388.68,Online
O003099,2024-09-04,C0025,P0008,7,136.8,0,957.6,In-Store
O003100,2024-10-13,C0157,P0006,3,163.81,0,491.43,Online
O003101,2025-08-16,C0001,P0008,5,136.8,0.05,649.8,Partner
O003102,2024-04-12,C0099,P0015,4,220.08,0,880.32,Online
O003103,2024-06-02,C0105,P0023,8,306.06,0.05,2326.06,Partner
O003104,2025-07-08,C0099,P0028,7,19.35,0,135.45,In-Store
O003105,2025-06-20,C0053,P0029,8,135.15,0.05,1027.14,In-Store
O003106,2025-09-22,C0083,P0001,8,388.22,0.1,2795.18,In-Store
O003107,2024-05-27,C0114,P0020,4,97.17,0,388.68,Partner
O003108,2025-02-17,C0020,P0020,7,97.17,0,680.19,Online
O003109,2024-10-07,C0056,P0011,6,382.02,0.05,2177.51,Online
O003110,2025-09-06,C0184,P0010,4,217.18,0.05,825.28,In-Store
O003111,2025-12-15,C0007,P0022,4,391.51,0.15,1331.13,Online
O003112,2025-08-08,C0116,P0023,1,306.06,0.05,290.76,In-Store
O003113,2025-03-22,C0093,P0013,1,355.88,0.05,338.09,Partner
O003114,2025-03-23,C0115,P0030,7,30.0,0,210.0,In-Store
O003115,2024-09-23,C0090,P0008,5,136.8,0,684.0,In-Store
O003116,2025-08-22,C0041,P0006,4,163.81,0.2,524.19,Partner
O003117,2024-02-07,C0133,P0020,4,97.17,0.2,310.94,In-Store
O003118,2025-12-25,C0094,P0002,4,37.33,0,149.32,Online
O003119,2024-03-22,C0024,P0020,1,97.17,0,97.17,Partner
O003120,2024-05-25,C0066,P0015,3,220.08,0,660.24,In-Store
O003121,2025-02-23,C0072,P0028,3,19.35,0,58.05,In-Store
O003122,2024-04-04,C0043,P0017,2,100.03,0,200.06,Partner
O003123,2025-07-15,C0014,P0019,3,120.65,0,361.95,In-Store
O003124,2024-01-18,C0109,P0029,3,135.15,0,405.45,Online
O003125,2024-04-13,C0155,P0023,2,306.06,0,612.12,In-Store
O003126,2025-04-18,C0046,P0018,2,276.28,0.2,442.05,Partner
O003127,2025-06-30,C0195,P0012,3,253.71,0,761.13,Online
O003128,2024-06-24,C0063,P0026,1,73.21,0,73.21,In-Store
O003129,2025-05-31,C0132,P0027,1,125.39,0.1,112.85,Online
O003130,2025-04-25,C0101,P0005,3,252.32,0,756.96,Online
O003131,2024-10-12,C0034,P0008,6,136.8,0.1,738.72,In-Store
O003132,2024-04-22,C0063,P0015,3,220.08,0.15,561.2,Partner
O003133,2025-01-21,C0064,P0006,1,163.81,0,163.81,Online
O003134,2025-05-16,C0001,P0010,8,217.18,0.1,1563.7,Partner
O003135,2025-04-22,C0194,P0013,7,355.88,0.1,2242.04,Partner
O003136,2024-09-14,C0134,P0012,7,253.71,0.2,1420.78,Partner
O003137,2024-02-07,C0105,P0006,8,163.81,0,1310.48,Online
O003138,2024-11-01,C0019,P0020,6,97.17,0.2,466.42,Online
O003139,2025-01-19,C0155,P0029,7,135.15,0.05,898.75,In-Store
O003140,2024-07-22,C0096,P0001,6,388.22,0.05,2212.85,Online
O003141,2025-08-27,C0056,P0014,3,199.28,0.05,567.95,Partner
O003142,2024-09-07,C0036,P0021,5,43.43,0.05,206.29,Online
O003143,2024-09-15,C0005,P0029,4,135.15,0.05,513.57,In-Store
O003144,2024-07-28,C0103,P0015,8,220.08,0,1760.64,In-Store
O003145,2024-05-29,C0034,P0014,1,199.28,0,199.28,Partner
O003146,2024-12-24,C0026,P0010,6,217.18,0,1303.08,In-Store
O003147,2025-09-04,C0099,P0029,7,135.15,0,946.05,In-Store
O003148,2025-05-05,C0091,P0027,8,125.39,0,1003.12,Online
O003149,2025-06-02,C0091,P0011,4,382.02,0,1528.08,Online
O003150,2025-12-29,C0003,P0004,3,111.89,0.15,285.32,Partner
O003151,2024-08-11,C0070,P0002,1,37.33,0.1,33.6,Partner
O003152,2025-02-17,C0134,P0012,1,253.71,0.05,241.02,In-Store
O003153,2024-11-30,C0157,P0015,6,220.08,0.1,1188.43,In-Store
O003154,2025-05-14,C0095,P0002,2,37.33,0.05,70.93,In-Store
O003155,2025-07-15,C0196,P0017,1,100.03,0.15,85.03,Partner
O003156,2025-01-21,C0192,P0019,2,120.65,0,241.3,In-Store
O003157,2025-10-12,C0170,P0023,8,306.06,0.15,2081.21,In-Store
